valid_time,wind,fm1000,fm100,gridmet_burning_index,gridmet_fm1000,gridmet_fm100,condition_1,condition_1_extreme,condition_2,spatial_ref,fire_name,saw_day,esaw_day,month,year,fire_year
2007-01-03,1.8808815,7.579091822517578,3.2362837566974587,56.61199844800026,7.7996000303999615,6.145200084799964,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-04,1.1152263,7.507781637718809,3.2835120465428966,0.0,8.27119996479998,7.771600014399979,False,False,0.0,0,Eaton,False,False,1,2007,2006
2007-01-05,3.5291195,8.363906027379453,6.923392687952028,0.0,8.891999999999964,10.401600014399955,True,False,1.0,0,Eaton,True,False,1,2007,2006
2007-01-06,2.7194035,8.003750853035964,5.093993570439453,74.23999600000047,8.691999999999965,8.754400049599955,True,True,1.0,0,Eaton,True,True,1,2007,2006
2007-01-07,3.068421,7.499805734114281,3.999251468530042,95.33599590400044,8.441999999999965,7.458400089599952,True,True,1.0,0,Eaton,True,True,1,2007,2006
2007-01-08,3.5039408,7.32585085322563,3.2433060312877817,86.37199724800041,8.322399969599978,6.472000119999944,True,True,1.0,0,Eaton,True,True,1,2007,2006
2007-01-09,2.7489846,7.161550274734654,2.507691817700735,63.07199924800032,8.241999999999965,5.7368001551999335,True,True,1.0,0,Eaton,True,True,1,2007,2006
2007-01-10,1.0249251,6.773282676014028,2.225543853741849,72.95999760000035,8.03599999999997,5.170000159999947,False,False,0.5,0,Eaton,False,False,1,2007,2006
2007-01-11,1.648462,7.836426726056059,6.382031536764649,76.16799595200055,8.102000039999957,7.0992002047999225,False,False,0.0,0,Eaton,False,False,1,2007,2006
2007-01-12,1.8633099,8.48362870646799,8.983864648671174,5.016020063997113,8.358000039999954,9.477600174399896,False,False,0.5,0,Eaton,False,False,1,2007,2006
2007-01-13,2.5601916,8.263740665995735,6.718558859640369,61.17599870400025,8.358000039999954,9.079200204799898,True,False,1.0,0,Eaton,True,False,1,2007,2006
2007-01-14,1.6242199,7.878711059555862,4.854073109475344,49.09199884800029,8.294400009599961,8.634800099199929,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-15,2.8942358,7.733872717505413,3.653706696080057,77.65999640000058,8.314000039999947,8.279600054399932,True,True,1.0,0,Eaton,True,True,1,2007,2006
2007-01-16,2.7504163,7.634084651825339,2.89013775303252,69.95999760000036,8.350400009599955,7.571200044799941,True,True,1.0,0,Eaton,True,True,1,2007,2006
2007-01-17,1.4284841,7.432769524141043,2.73114313136003,27.18399569600144,8.40920004479995,7.570400089599941,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-18,2.622293,7.00135598196718,2.535927307015084,76.72399689600051,8.314000039999947,7.796800019199956,True,False,1.0,0,Eaton,True,False,1,2007,2006
2007-01-19,2.4949024,6.374391135278934,2.077991633162241,74.2039978560002,8.049200004799957,7.166800075199947,True,False,1.0,0,Eaton,True,False,1,2007,2006
2007-01-20,1.2335562,6.272614768887211,2.3568991572460067,52.11200020799996,7.993200004799963,6.956000079999956,False,False,0.5,0,Eaton,False,False,1,2007,2006
2007-01-21,2.0778146,6.241912752668572,3.569781631543033,73.53199564800065,8.003200044799955,7.50000007999996,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-22,2.638131,6.14706586580129,2.8147383273887256,79.62799555200058,7.94440000959996,7.052000039999959,True,False,1.0,0,Eaton,True,False,1,2007,2006
2007-01-23,1.8852844,6.05358590718585,2.140919312299069,60.48799795200037,7.908000039999952,6.310800075199953,True,False,1.0,0,Eaton,True,False,1,2007,2006
2007-01-24,1.8320037,5.826857423433197,1.835226586614497,59.59999840000028,7.793200004799963,5.564800115199951,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-25,1.6852067,5.517715803000753,1.8501367124414143,62.36799995200012,7.503200044799955,4.854800075199957,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-26,1.383604,5.112540662897808,1.820605197465093,69.41199764800041,7.210800075199952,4.6340000399999735,False,False,0.0,0,Eaton,False,False,1,2007,2006
2007-01-27,1.5163813,5.259550590653709,3.747355467585953,9.380021679993538,7.562000079999951,7.359200244799917,False,False,0.0,0,Eaton,False,False,1,2007,2006
2007-01-28,1.3429286,5.930425519690946,6.738725943812948,0.0,7.965600094399945,10.238000263999888,False,False,0.0,0,Eaton,False,False,1,2007,2006
2007-01-29,1.219845,5.962615245957238,5.688791063551613,39.81599950400016,8.179200124799936,10.700000263999875,False,False,1.0,0,Eaton,False,False,1,2007,2006
2007-01-30,0.92070293,7.103713025035724,8.95942064338559,0.0,9.27160009439994,13.230400233599893,False,False,0.0,0,Eaton,False,False,1,2007,2006
